City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
468,Inhambane,MZ,-23.865,35.3833,75.38,82,0,6.67,clear sky
469,Melita,CA,49.2681,-100.9967,36.54,60,96,8.16,overcast clouds
470,San Fernando,PH,15.0286,120.6898,89.17,49,96,12.55,overcast clouds
471,Boguchany,RU,58.3814,97.4531,34.79,94,100,10.2,overcast clouds
472,Upington,ZA,-28.4478,21.2561,70.29,69,2,1.5,clear sky
473,Santa Helena De Goias,BR,-17.8136,-50.5969,74.1,69,7,2.82,clear sky
474,Itacoatiara,BR,-3.1431,-58.4442,73.36,98,93,2.44,overcast clouds
475,Dongsheng,CN,39.8161,109.9776,41.11,23,0,17.49,clear sky
476,Salalah,OM,17.0151,54.0924,75.29,35,0,2.3,clear sky
477,Harper,LR,4.375,-7.7169,79.47,87,12,3.65,light rain
478,Ishigaki,JP,24.3448,124.1572,68.29,82,100,29.95,overcast clouds
479,Hobyo,SO,5.3505,48.5268,81.18,77,16,11.86,few clouds
480,Korla,CN,41.7597,86.1469,47.35,41,5,1.92,clear sky
481,Leshukonskoye,RU,64.8989,45.7622,12.87,95,95,5.75,overcast clouds
482,Kasongo-Lunda,CD,-6.4667,16.8167,70.12,98,100,0.47,moderate rain
483,Ushtobe,KZ,45.2514,77.9838,44.22,47,60,5.95,broken clouds
484,Nisia Floresta,BR,-6.0911,-35.2086,79.61,81,99,7.45,light rain
485,Bemidji,US,47.4736,-94.8803,30.29,61,0,0.0,clear sky
486,Esteio,BR,-29.8614,-51.1792,61.38,71,0,2.3,clear sky
487,Haines Junction,CA,60.7522,-137.5108,34.14,68,99,5.86,overcast clouds
488,Lata,PT,40.1629,-8.3327,56.8,93,74,3.67,broken clouds
489,Maniitsoq,GL,65.4167,-52.9,21.51,84,21,2.42,few clouds
490,Cam Ranh,VN,11.9214,109.1591,75.16,100,75,3.44,moderate rain
491,Aleksandrovskoye,RU,44.7142,43.0008,47.25,64,20,4.23,few clouds
492,Plopsoru,RO,44.7833,23.35,53.78,86,100,6.15,light rain
493,Mayumba,GA,-3.432,10.6554,77.58,91,100,4.14,heavy intensity rain
494,Ajdabiya,LY,30.7554,20.2263,74.46,16,100,11.43,overcast clouds
495,Along,IN,28.1667,94.7667,66.4,98,100,1.05,overcast clouds
496,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,94,100,6.4,overcast clouds
497,Half Moon Bay,US,37.4636,-122.4286,67.87,72,0,17.27,haze
498,Ashtabula,US,41.7001,-80.7665,45.16,78,100,13.8,overcast clouds
499,Hami,CN,42.8,93.45,46.96,20,0,3.87,clear sky
500,Tank,PK,32.2217,70.3793,73.99,12,0,3.33,clear sky
501,Sioux Lookout,CA,50.1001,-91.917,17.89,94,87,2.95,overcast clouds
502,San Javier,ES,37.8063,-0.8374,57.96,60,0,8.05,light rain
503,Barma,SL,8.35,-11.3333,75.0,97,40,2.44,scattered clouds
504,Vila,PT,42.0304,-8.1588,39.7,83,59,6.51,broken clouds
505,Abu Dhabi,AE,24.4667,54.3667,71.96,82,0,6.58,clear sky
506,Goundam,ML,16.4145,-3.6708,81.54,11,48,10.42,scattered clouds
507,Guane,CU,22.2025,-84.0875,77.76,85,12,11.65,few clouds
508,Le Havre,FR,49.4938,0.1077,40.12,56,75,23.02,broken clouds
509,Standerton,ZA,-26.9337,29.2415,54.59,68,0,1.45,clear sky
510,Soyo,AO,-6.1349,12.3689,78.76,92,100,9.28,overcast clouds
511,Morehead,US,37.2711,-87.1764,43.99,90,100,3.44,drizzle
512,Ipixuna,BR,-1.7625,-48.8043,73.69,97,100,1.28,overcast clouds
513,Almaznyy,RU,48.0448,40.045,49.6,58,100,14.2,light rain
514,Gainesville,US,29.6516,-82.3248,66.9,88,0,10.36,clear sky
515,Champerico,GT,14.3,-91.9167,82.71,63,58,6.11,broken clouds
516,Moyale,KE,3.5167,39.0584,68.7,54,3,5.21,clear sky
517,Laguna,US,38.421,-121.4238,73.15,32,0,8.05,clear sky
518,Takhli,TH,15.2634,100.3438,84.94,55,93,14.88,overcast clouds
519,Mananara,MG,-16.1667,49.7667,70.9,98,100,3.02,heavy intensity rain
520,Cheremkhovo,RU,53.1561,103.0675,23.59,85,94,4.27,overcast clouds
521,Atagay,RU,55.1033,99.3875,32.76,75,100,5.26,overcast clouds
522,Makakilo City,US,21.3469,-158.0858,82.72,62,75,12.66,light rain
523,Seoul,KR,37.5683,126.9778,51.19,47,74,3.0,broken clouds
524,Mosquera,CO,4.7059,-74.2302,57.29,72,20,2.3,few clouds
525,Itarema,BR,-2.9248,-39.9167,75.76,86,100,7.7,overcast clouds
526,Bosaso,SO,11.2842,49.1816,78.91,73,0,4.99,clear sky
527,Ongandjera,NA,-17.8833,15.0667,70.12,79,87,5.66,light rain
528,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,82,75,10.36,broken clouds
529,Carutapera,BR,-1.195,-46.02,73.85,95,86,1.28,overcast clouds
530,Bayan,CN,46.0833,127.4,39.11,36,0,10.36,clear sky
531,Aviles,ES,43.5547,-5.9248,47.93,54,75,4.61,broken clouds
532,Huarmey,PE,-10.0681,-78.1522,70.16,85,99,8.57,overcast clouds
533,Kangaatsiaq,GL,68.3065,-53.4641,5.58,99,87,3.96,overcast clouds
534,Peniche,PT,39.3558,-9.3811,56.1,87,16,18.92,few clouds
535,Mecca,SA,21.4267,39.8261,77.02,33,0,3.78,clear sky
536,Havelock,US,34.8791,-76.9013,72.01,89,100,18.01,overcast clouds
537,Mokolo,CM,10.7398,13.8019,78.37,10,88,5.77,overcast clouds
538,Zhigansk,RU,66.7697,123.3711,13.44,92,100,20.92,light snow
539,Burns Lake,CA,54.2331,-125.7533,41.47,54,86,8.25,overcast clouds
540,Nhulunbuy,AU,-12.2333,136.7667,88.41,58,20,8.05,few clouds
541,Aginskoye,RU,51.1,114.53,34.72,41,8,17.96,clear sky
542,Thio,NC,-21.6167,166.2167,80.56,75,49,7.92,scattered clouds
543,Gataivai,WS,-13.7736,-172.388,83.23,72,40,17.27,scattered clouds
544,Cukai,MY,4.25,103.4167,79.79,84,9,2.53,clear sky
545,Paramonga,PE,-10.6667,-77.8333,69.71,86,95,6.89,overcast clouds
546,Senanga,ZM,-16.1167,23.2667,64.54,87,60,4.72,broken clouds
547,Beringovskiy,RU,63.05,179.3167,18.19,94,100,20.87,snow
548,Rehoboth,NA,-23.3167,17.0833,69.03,57,7,5.46,clear sky
549,Charters Towers,AU,-20.1,146.2667,87.26,29,0,4.83,clear sky
550,Waddan,LY,29.1614,16.139,73.42,22,100,9.84,overcast clouds
551,Tornio,FI,65.8481,24.1466,19.42,95,37,4.9,scattered clouds
552,Progreso,MX,21.2833,-89.6667,85.1,86,5,12.15,clear sky
553,Lagoa,PT,39.05,-27.9833,60.46,90,100,23.17,overcast clouds
554,Manta,EC,-0.95,-80.7333,76.78,94,0,3.44,clear sky
555,Rio Gallegos,AR,-51.6226,-69.2181,48.25,57,0,5.75,clear sky
556,Fomboni,KM,-12.28,43.7425,81.28,78,92,8.88,moderate rain
557,Presidente Epitacio,BR,-21.7633,-52.1156,64.62,95,94,10.36,overcast clouds
558,Sangar,RU,63.9242,127.4739,10.92,85,90,8.23,overcast clouds
559,Kirando,TZ,-7.4167,30.6,70.86,83,99,6.51,light rain
560,Tarsus,TR,36.9188,34.8784,52.18,47,98,6.13,overcast clouds
561,Waingapu,ID,-9.6567,120.2641,82.89,78,7,7.49,light rain
562,Chalus,IR,36.655,51.4204,58.48,66,0,3.13,clear sky
563,Takapau,NZ,-40.0333,176.35,64.72,78,100,5.1,overcast clouds
564,Korem,ET,12.5058,39.5228,51.64,45,11,4.45,few clouds
565,Nantucket,US,41.2835,-70.0995,57.25,92,40,26.46,mist
566,Prince Rupert,CA,54.3161,-130.3201,45.23,68,100,2.98,overcast clouds
567,Saint-Francois,FR,46.4154,3.9054,33.67,93,100,10.36,snow
568,Kuytun,RU,54.3419,101.5036,27.57,83,100,3.47,overcast clouds
569,Ronda,ES,36.7423,-5.1671,49.55,96,78,7.38,broken clouds
570,Pitimbu,BR,-7.4706,-34.8086,77.59,77,77,7.54,broken clouds
571,Moindou,NC,-21.6924,165.677,84.0,72,66,4.45,broken clouds
572,Tungi,BD,23.89,90.4058,78.8,69,75,11.5,haze
573,Kembe,CF,4.6228,21.8865,76.53,62,61,2.06,broken clouds
574,Udachnyy,RU,66.4167,112.4,25.45,92,100,8.37,light snow
575,Jiazi,CN,22.8779,116.067,62.62,76,100,25.1,overcast clouds
576,Puerto Gaitan,CO,4.3133,-72.0816,86.58,46,93,4.12,overcast clouds
577,Barentu,ER,15.1139,37.5928,73.42,33,3,6.46,clear sky
578,Aykhal,RU,66.0,111.5,20.71,94,100,10.33,light snow
579,Chirongui,YT,-12.9319,45.1483,80.53,75,62,9.33,moderate rain
580,Huilong,CN,31.8111,121.655,49.84,60,100,16.51,overcast clouds
581,Yinchuan,CN,38.4681,106.2731,48.76,19,16,7.45,few clouds
582,Zhezkazgan,KZ,47.8043,67.7144,40.3,61,100,5.44,overcast clouds
583,Potsdam,DE,52.3989,13.0657,39.34,56,100,8.99,overcast clouds
584,Edson,CA,53.5835,-116.4356,36.93,65,97,9.62,overcast clouds
585,Xining,CN,36.6167,101.7667,35.13,70,55,4.14,broken clouds
586,Pyinmana,MM,19.7333,96.2167,81.1,36,11,2.57,few clouds
587,Mantua,IT,45.1667,10.7833,49.24,90,100,1.01,overcast clouds
588,Solnechnyy,RU,50.7214,136.6319,25.83,62,76,6.49,broken clouds
589,Zakamensk,RU,50.3741,103.2863,26.69,68,4,2.95,clear sky
590,Christchurch,NZ,-43.5333,172.6333,58.95,86,100,10.36,overcast clouds
591,Ancud,CL,-41.8697,-73.8203,50.0,84,82,1.88,broken clouds
592,Tiznit,MA,29.5833,-9.5,54.52,82,10,2.73,clear sky
593,Iralaya,HN,15.0,-83.2333,79.36,80,6,11.74,clear sky
594,Orlik,RU,52.5178,99.825,10.36,84,100,2.8,overcast clouds
595,Olean,US,42.0776,-78.4297,48.78,87,100,5.75,overcast clouds
596,Rovaniemi,FI,66.5,25.7167,18.81,67,0,8.05,clear sky
597,Kyren,RU,51.6828,102.1408,28.44,67,66,1.34,broken clouds
598,Lanzhou,CN,36.0564,103.7922,44.8,27,95,6.08,overcast clouds
599,Sonamura,IN,23.4719,91.2664,78.8,86,44,8.08,scattered clouds
600,Paris,FR,48.8534,2.3488,37.9,75,75,13.8,broken clouds
601,Lago Da Pedra,BR,-4.3333,-45.1667,73.99,95,100,2.28,overcast clouds
602,Gemena,CD,3.25,19.7667,74.86,67,16,2.51,few clouds
603,Balgazyn,RU,51.0,95.2,25.11,74,100,2.06,overcast clouds
604,Kulhudhuffushi,MV,6.6221,73.07,83.14,73,51,5.82,broken clouds
605,Weligama,LK,5.9667,80.4167,77.02,86,26,0.98,scattered clouds
606,Praxedis Guerrero,MX,31.3667,-106.0167,70.65,17,34,6.51,scattered clouds
607,Saint Anthony,US,45.0205,-93.218,35.26,60,40,6.91,scattered clouds
608,Sharanga,RU,57.1775,46.5396,24.39,98,100,3.22,overcast clouds
609,Northallerton,GB,54.339,-1.4324,34.9,93,40,10.36,light snow
610,Dunedin,NZ,-45.8742,170.5036,56.8,49,100,4.03,overcast clouds
611,Tyup,KG,42.7276,78.3648,31.15,63,0,4.43,clear sky
612,Sovetskiy,RU,61.3614,63.5842,9.73,94,6,5.7,clear sky
613,Marawi,PH,7.9986,124.2928,75.0,82,100,0.69,overcast clouds
614,Inirida,CO,3.8653,-67.9239,76.73,79,75,1.97,broken clouds
615,Nipawin,CA,53.3668,-104.0009,37.44,81,100,13.8,overcast clouds
616,Narsaq,GL,60.9167,-46.05,48.42,77,100,3.83,overcast clouds
617,Olafsvik,IS,64.8945,-23.7142,39.16,82,100,6.71,overcast clouds
618,Coffs Harbour,AU,-30.3,153.1333,75.16,57,6,19.57,clear sky
619,Fukue,JP,32.6881,128.8419,53.53,60,100,27.38,overcast clouds
620,Evensk,RU,61.95,159.2333,17.42,67,38,9.22,scattered clouds
621,Novyye Burasy,RU,52.1324,46.0714,34.63,98,100,4.5,overcast clouds
622,Xacmaz,AZ,41.4635,48.806,47.97,61,1,2.82,clear sky
623,Richmond,US,37.5538,-77.4603,70.07,84,75,18.41,broken clouds
624,Prokuplje,RS,43.2342,21.5881,58.28,84,65,6.29,broken clouds
625,Carbonia,IT,39.1672,8.5222,52.45,85,100,8.48,overcast clouds
626,Myitkyina,MM,25.3833,97.4,75.07,70,9,3.76,clear sky
627,Praia,CV,14.9215,-23.5087,70.34,78,0,12.66,clear sky
628,Vanavara,RU,60.34,102.2797,27.88,71,100,13.6,overcast clouds
629,Fallon,US,39.4735,-118.7774,60.67,21,75,6.91,broken clouds
630,San Carlos De Bariloche,AR,-41.1456,-71.3082,53.2,51,100,3.11,overcast clouds
631,Puri,IN,19.8,85.85,82.92,86,63,17.78,broken clouds
632,Gizo,SB,-8.103,156.8419,85.05,68,100,8.08,overcast clouds
633,Dotnuva,LT,55.35,23.9,28.62,51,100,8.43,overcast clouds
634,Hervey Bay,AU,-25.2986,152.8535,78.03,68,75,7.0,broken clouds
635,Zyryanka,RU,65.75,150.85,3.25,87,91,8.5,overcast clouds
636,Ayagoz,KZ,47.9714,80.4392,17.06,84,100,6.02,overcast clouds
637,Mzimba,MW,-11.9,33.6,62.15,98,91,5.66,light rain
638,Dryden,CA,49.7833,-92.7503,19.51,93,20,2.84,few clouds
639,Ambon,ID,-3.6954,128.1814,91.54,62,20,4.61,few clouds
640,Poso,ID,-1.3959,120.7524,83.25,67,100,0.96,overcast clouds
641,Moron,AR,-34.6534,-58.6198,58.78,67,0,0.83,clear sky
642,Santiago,CL,-33.4569,-70.6483,70.99,32,0,6.91,clear sky
643,Blagoyevo,RU,63.3667,47.9167,8.33,96,54,4.81,broken clouds
644,Ambilobe,MG,-13.2,49.05,73.08,94,100,2.59,overcast clouds
645,Adrar,MR,20.5022,-10.0711,69.82,17,72,9.15,broken clouds
646,Djambala,CG,-2.5447,14.7533,71.65,79,92,2.28,overcast clouds
647,Broken Hill,AU,-31.95,141.4333,65.28,44,13,19.75,few clouds
648,Ialibu,PG,-6.2821,143.9935,59.86,94,100,2.19,overcast clouds
649,Oksfjord,NO,70.2396,22.3479,19.99,90,100,4.74,light snow
650,Petrolina,BR,-9.3986,-40.5008,77.05,69,40,2.3,light rain
651,Lazaro Cardenas,MX,17.9583,-102.2,74.73,71,100,6.78,overcast clouds
652,Luau,AO,-10.7073,22.2247,63.54,98,92,3.56,overcast clouds
653,Kamenka,RU,51.3223,42.7678,43.32,87,100,10.69,overcast clouds
654,Yashkino,RU,55.8736,85.4265,33.87,83,100,15.21,overcast clouds
655,Kapoeta,SS,4.7717,33.5903,82.38,44,6,16.98,clear sky
656,Trinidad,BO,-14.8333,-64.9,58.98,58,99,6.13,light rain
657,Summerside,CA,46.3959,-63.7876,40.68,95,100,12.33,overcast clouds
658,Anori,BR,-3.7728,-61.6442,74.35,98,100,3.11,overcast clouds
659,Galich,RU,58.3797,42.3475,9.9,97,51,2.71,broken clouds
660,Pathein,MM,16.7833,94.7333,80.17,78,9,6.58,clear sky
661,Yabrud,SY,33.9674,36.6574,50.68,33,92,5.5,overcast clouds
662,Norway,US,45.7869,-87.9037,29.03,82,100,9.22,haze
663,Nevsehir,TR,38.9167,34.6667,43.81,53,75,12.66,broken clouds
664,Eureka,US,40.8021,-124.1637,60.67,76,100,8.99,overcast clouds
665,Phenix City,US,32.471,-85.0008,64.98,52,0,9.22,clear sky
666,Cururupu,BR,-1.8283,-44.8683,73.04,98,100,0.34,overcast clouds
667,Coihaique,CL,-45.5752,-72.0662,52.41,87,75,4.61,broken clouds
668,Linjiang,CN,41.8069,126.9078,40.69,27,0,2.64,clear sky
669,Ulkan,RU,57.243,107.3223,35.29,93,100,11.77,overcast clouds
670,Buta,CD,2.7858,24.73,70.95,94,79,1.88,broken clouds
671,Kushmurun,KZ,52.4503,64.6311,32.83,88,100,8.57,overcast clouds
672,Pundaguitan,PH,6.3711,126.1689,81.57,76,79,4.56,broken clouds
673,Palatka,US,29.6486,-81.6376,68.45,86,100,8.93,light rain
674,Kaili,ID,-3.4626,120.2147,73.18,80,98,0.56,overcast clouds
675,Kalmar,SE,56.6616,16.3616,26.96,93,21,3.44,few clouds
676,Langham,CA,52.3668,-106.9679,34.02,97,100,21.3,light snow
677,Morondava,MG,-20.2833,44.2833,74.41,57,0,11.25,clear sky
678,Purnia,IN,25.7833,87.4667,76.3,80,4,13.6,clear sky
679,Bhaderwah,IN,32.9784,75.7186,51.1,38,0,3.09,clear sky
680,Saint-Georges,GD,12.0564,-61.7485,78.48,83,20,12.66,few clouds
681,Guiratinga,BR,-16.3494,-53.7583,65.21,97,100,5.97,overcast clouds
682,Omboue,GA,-1.5746,9.2618,75.58,95,100,8.12,light rain
683,Uchaly,RU,54.2996,59.4521,29.64,99,100,2.35,overcast clouds
684,Wahpeton,US,46.2652,-96.6059,29.91,86,0,0.0,clear sky
685,Oranjestad,AW,12.524,-70.027,80.55,74,20,21.85,few clouds
686,Strezhevoy,RU,60.7333,77.5889,2.46,100,65,4.72,broken clouds
687,Kalispell,US,48.1958,-114.3129,41.68,59,20,10.0,few clouds
688,Nacala,MZ,-14.5428,40.6728,72.91,93,23,4.7,light rain
689,Dubbo,AU,-32.25,148.6167,66.33,52,43,10.36,scattered clouds
690,Kaeo,NZ,-35.1,173.7833,72.9,61,100,4.05,overcast clouds
691,Stepnogorsk,KZ,52.3544,71.8869,26.83,85,100,9.55,overcast clouds
692,Bayir,TR,37.2687,28.2167,61.32,50,100,9.37,overcast clouds
693,Maridi,SS,4.9158,29.4742,73.51,59,71,3.69,broken clouds
694,Padra,IN,22.2333,73.0833,75.29,78,40,9.22,haze
695,Khash,IR,28.2211,61.2158,58.55,8,0,4.81,clear sky
696,Taoudenni,ML,22.6783,-3.9836,77.52,10,100,7.4,overcast clouds
697,Kenai,US,60.5544,-151.2583,46.02,67,100,20.71,overcast clouds
698,Mucurapo,TT,10.6667,-61.5333,78.26,85,100,9.31,overcast clouds
699,Arman,RU,59.7,150.1667,23.02,62,100,7.61,overcast clouds
700,Dorado,PR,18.4588,-66.2677,76.71,93,2,14.94,clear sky
701,Gambela,ET,8.25,34.5833,83.79,38,97,3.49,overcast clouds
702,Minab,IR,27.1467,57.0801,73.31,59,0,1.41,clear sky
703,Curanilahue,CL,-37.4667,-73.35,51.19,62,100,6.04,overcast clouds
704,Mazamari,PE,-11.3258,-74.5308,70.61,98,91,2.1,overcast clouds
